Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
227, 1, Operation Attack Barb Camp running
227, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
343, 13, Attack Barb Camp, ,0, Ready, UNIT_FIELD_CANNON; UNIT_AT_CREW; 
343, 13, Attack Barb Camp, No recruits to reach minimum, , , 
343, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 37.5, 
343, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
343, 13, Attack Barb Camp, Operation Move, UNIT_FIELD_CANNON, 0:33, 4:26, 0:28
343, 13, Attack Barb Camp, Operation Move, UNIT_AT_CREW, 6:34, 3:24, 2:36
343, 13, Naval Superiority, No recruits to reach minimum, , , 
343, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
343, 14, Operation Naval Superiority running
343, 14, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
343, 14, Naval Superiority, No recruits to reach minimum, , , 
343, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
343, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
343, 14, Naval Superiority, Operation Move, UNIT_IRONCLAD, 20:15, 7:23, 15:16
343, 63, Operation Barbarian City Assault running
343, 63, Barbarian City Assault, ,0, Not Ready, 
343, 63, Operation Barbarian City Assault running
343, 63, Barbarian City Assault, ,0, Not Ready, 
343, 63, Operation Barbarian Attack running
343, 63, Barbarian Attack, ,0, Not Ready, 
343, 63, Operation Barbarian City Assault running
343, 63, Barbarian City Assault, ,0, Not Ready, 
343, 63, Operation Barbarian City Assault running
343, 63, Barbarian City Assault, ,0, Not Ready, 
343, 63, Operation Barbarian Attack running
343, 63, Barbarian Attack, ,0, Not Ready, 
343, 63, Operation Barbarian City Assault running
343, 63, Barbarian City Assault, ,0, Not Ready, 
343, 63, Operation Barbarian Attack running
343, Barbarian Attack, 63, , Battle line, 62:6, 0 endangered
343, 63, Barbarian Attack, ,0, Ready, UNIT_ARCHER; UNIT_LINE_INFANTRY; UNIT_LINE_INFANTRY; 
343, 63, Operation Barbarian Attack running
343, 63, Barbarian Attack, ,0, Not Ready, 
343, 63, Operation Barbarian City Assault running
343, 63, Barbarian City Assault, ,0, Not Ready, 
343, 63, Operation Barbarian Builder Capture running
343, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
343, 63, Barbarian Attack, Operation Attack Units, UNIT_LINE_INFANTRY, At 63:6, Move 62:6, Attack -9999:-9999
343, 63, Barbarian Attack, Operation Attack Units, UNIT_LINE_INFANTRY, At 62:5, Move 61:5, Attack -9999:-9999
343, 63, Barbarian Attack, Operation Attack Units, UNIT_ARCHER, At 63:5, Move 61:6, Attack -9999:-9999
343, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 65:4, 34:42, 65:4
343, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 65:4, 34:42, 65:4
344, 1, City Defense, Started
344, 1, Operation City Defense running
344, 1, City Defense, ,0, Not Ready, 
344, 1, Operation Attack Walled City running
344, 1, Attack Walled City, ,0, Not Ready, 
344, 1, Attack Walled City, ,1, Ready, 
344, 1, Operation Attack Walled City running
344, 1, Attack Walled City, ,0, Not Ready, 
344, 1, Attack Walled City, ,1, Ready, 
344, 1, Operation Settle New City running
344, Settle New City, 1, , Battle line, 52:15, 0 endangered
344, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
344, 1, City Defense, No recruits to reach minimum, , , 
344, 1, City Defense, No recruits to match strength, , Enemy Str: 305.0, 
344, 1, City Defense, No recruits to reach minimum, , , 
344, 1, City Defense, No recruits to match strength, , Enemy Str: 305.0, 
344, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
344, 1, Settle New City, No recruits to reach minimum, , , 
344, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
344, 1, Settle New City, No recruits to reach minimum, , , 
344, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
344, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARTILLERY
344, 1, Settle New City, Operation Move, UNIT_SETTLER, 52:17, 66:8, 53:16
344, 1, City Defense, Operation complete
344, 1, Attack Walled City, No recruits to reach minimum, , , 
344, 1, Attack Walled City, No recruits to reach minimum, , , 
344, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
344, 1, Attack Walled City, No recruits to reach minimum, , , 
344, 1, Attack Walled City, No recruits to reach minimum, , , 
344, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
344, 2, City Defense, Started
344, 2, Operation City Defense running
344, 2, City Defense, ,0, Ready, 
344, 2, Operation Naval Superiority running
344, 2, Naval Superiority, ,0, Not Ready, 
344, 2, Operation Settle New City running
344, 2, Settle New City, ,0, Not Ready, 
344, 2, Operation Attack Walled City running
344, 2, Attack Walled City, ,0, Not Ready, 
344, 2, Operation Attack Barb Camp running
344, 2, Attack Barb Camp, ,0, Not Ready, 
344, 2, City Defense, No recruits to reach minimum, , , 
344, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
344, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
344, 2, City Defense, Operation complete
344, 2, Attack Barb Camp, No recruits to reach minimum, , , 
344, 2, Attack Barb Camp, No recruits to reach minimum, , , 
344, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ROCKET_ARTILLERY
344, 2, Attack Walled City, No recruits to reach minimum, , , 
344, 2, Attack Walled City, No recruits to reach minimum, , , 
344, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JET_BOMBER
344, 2, Naval Superiority, No recruits to reach minimum, , , 
344, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
344, 3, Operation Attack Walled City running
344, 3, Attack Walled City, ,0, Not Ready, 
344, 3, Operation Settle New City running
344, Settle New City, 3, , Battle line, 715827890:23, 0 endangered
344, 3, Settle New City, ,0, Ready, UNIT_AT_CREW; UNIT_SETTLER; 
344, 3, Operation Naval Superiority running
344, 3, Naval Superiority, ,0, Not Ready, 
344, 3, Settle New City, No recruits to reach minimum, , , 
344, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
344, 3, Settle New City, No recruits to reach minimum, , , 
344, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
344, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_BOMBER
344, 3, Settle New City, Operation Attack Units, UNIT_AT_CREW, At 5:24, Move 4:24, Attack -9999:-9999
344, 3, Settle New City, Operation Move, UNIT_SETTLER, 13:24, 65:12, 8:27
344, 3, Attack Walled City, No recruits to reach minimum, , , 
344, 3, Attack Walled City, No recruits to reach minimum, , , 
344, 3, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
344, 3, Naval Superiority, No recruits to reach minimum, , , 
344, 3, Naval Superiority, No recruits to reach minimum, , , 
344, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
344, 4, Operation Attack Walled City running
344, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
344, 4, Attack Walled City, ,0, Not Ready, UNIT_FIELD_CANNON; 
344, 4, Attack Walled City, ,1, Ready, 
344, 4, Operation Attack Barb Camp running
344, 4, Attack Barb Camp, ,0, Not Ready, 
344, 4, Operation Settle New City running
344, Settle New City, 4, , Battle line, 64:26, 0 endangered
344, 4, Settle New City, ,0, Ready, UNIT_BOMBARD; UNIT_SETTLER; UNIT_LINE_INFANTRY; 
344, 4, Operation Naval Superiority running
344, 4, Naval Superiority, ,0, Not Ready, 
344, 4, Settle New City, No recruits to reach minimum, , , 
344, 4, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
344, 4, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
344, 4, Settle New City, Operation Move, UNIT_BOMBARD, 67:23, 63:17, 66:20
344, 4, Settle New City, Operation Move, UNIT_SETTLER, 61:25, 62:15, 62:21
344, 4, Settle New City, Operation Move, UNIT_LINE_INFANTRY, 62:21, 62:15, 62:21
344, 4, Attack Barb Camp, No recruits to reach minimum, , , 
344, 4, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
344, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
344, 4, Attack Walled City, No recruits to reach minimum, , , 
344, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
344, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
344, 4, Naval Superiority, No recruits to reach minimum, , , 
344, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
344, 5, City Defense, Started
344, 5, Operation Settle New City running
344, 5, Settle New City, ,0, Not Ready, 
344, 5, Operation Naval Superiority running
344, 5, Naval Superiority, ,0, Not Ready, 
344, 5, Operation City Defense running
344, 5, City Defense, ,0, Ready, 
344, 5, City Defense, No recruits to reach minimum, , , 
344, 5, City Defense, Recruiting strength, , Enemy Str: 75.0, UNIT_AT_CREW
344, 5, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_MECHANIZED_INFANTRY
344, 5, Naval Superiority, No recruits to reach minimum, , , 
344, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
344, 6, Operation Naval Superiority running
344, 6, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
344, 6, Naval Superiority, No recruits to reach minimum, , , 
344, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
344, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
344, 8, Operation Naval Superiority running
344, 8, Naval Superiority, ,0, Not Ready, 
344, 8, Naval Superiority, No recruits to reach minimum, , , 
344, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
344, 11, Operation Naval Superiority running
344, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
344, 11, Naval Superiority, No recruits to reach minimum, , , 
344, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
344, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
344, 12, Operation Naval Superiority running
344, 12, Naval Superiority, ,0, Not Ready, 
344, 12, Naval Superiority, No recruits to reach minimum, , , 
344, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
344, 13, Operation Naval Superiority running
344, 13, Naval Superiority, ,0, Not Ready, 
344, 13, Operation Attack Barb Camp running
344, Attack Barb Camp, 13, , Battle line, 0:29, 0 endangered
344, 13, Attack Barb Camp, ,0, Ready, UNIT_FIELD_CANNON; UNIT_AT_CREW; 
344, 13, Attack Barb Camp, No recruits to reach minimum, , , 
344, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 37.5, 
344, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
344, 13, Attack Barb Camp, Operation Move, UNIT_FIELD_CANNON, 0:28, 1:24, 0:25
344, 13, Attack Barb Camp, Operation Move, UNIT_AT_CREW, 2:36, 2:25, 0:32
344, 13, Naval Superiority, No recruits to reach minimum, , , 
344, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
344, 14, Operation Naval Superiority running
344, Naval Superiority, 14, , Battle line, 14:18, 0 endangered
344, 14, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
344, 14, Naval Superiority, No recruits to reach minimum, , , 
344, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
344, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
344, 63, Operation Barbarian City Assault running
344, 63, Barbarian City Assault, ,0, Not Ready, 
344, 63, Operation Barbarian City Assault running
344, 63, Barbarian City Assault, ,0, Not Ready, 
344, 63, Operation Barbarian Attack running
344, 63, Barbarian Attack, ,0, Not Ready, 
344, 63, Operation Barbarian City Assault running
344, 63, Barbarian City Assault, ,0, Not Ready, 
344, 63, Operation Barbarian City Assault running
344, 63, Barbarian City Assault, ,0, Not Ready, 
344, 63, Operation Barbarian Attack running
344, 63, Barbarian Attack, ,0, Not Ready, 
344, 63, Operation Barbarian City Assault running
344, 63, Barbarian City Assault, ,0, Not Ready, 
344, 63, Operation Barbarian Attack running
344, Barbarian Attack, 63, , Battle line, 61:7, 0 endangered
344, 63, Barbarian Attack, ,0, Ready, UNIT_ARCHER; UNIT_LINE_INFANTRY; UNIT_LINE_INFANTRY; 
344, 63, Operation Barbarian Attack running
344, 63, Barbarian Attack, ,0, Not Ready, 
344, 63, Operation Barbarian City Assault running
344, 63, Barbarian City Assault, ,0, Not Ready, 
344, 63, Operation Barbarian Builder Capture running
344, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
344, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 65:4, 34:42, 65:4
344, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 65:4, 34:42, 65:4
345, 1, City Defense, Started
345, 1, Operation City Defense running
345, 1, City Defense, ,0, Not Ready, 
345, 1, Operation Attack Walled City running
345, 1, Attack Walled City, ,0, Not Ready, 
345, 1, Attack Walled City, ,1, Ready, 
345, 1, Operation Attack Walled City running
345, 1, Attack Walled City, ,0, Not Ready, 
345, 1, Attack Walled City, ,1, Ready, 
345, 1, Operation Settle New City running
345, Settle New City, 1, , Battle line, 53:16, 1 endangered
345, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
345, 1, City Defense, No recruits to reach minimum, , , 
345, 1, City Defense, No recruits to match strength, , Enemy Str: 305.0, 
345, 1, City Defense, No recruits to reach minimum, , , 
345, 1, City Defense, No recruits to match strength, , Enemy Str: 305.0, 
345, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
345, 1, Settle New City, No recruits to reach minimum, , , 
345, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
345, 1, Settle New City, No recruits to reach minimum, , , 
345, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
345, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARTILLERY
345, 1, Settle New City, Operation Protect Units, UNIT_SETTLER, Move 53 15
345, 1, City Defense, Operation complete
345, 1, Attack Walled City, No recruits to reach minimum, , , 
345, 1, Attack Walled City, No recruits to reach minimum, , , 
345, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
345, 1, Attack Walled City, No recruits to reach minimum, , , 
345, 1, Attack Walled City, No recruits to reach minimum, , , 
345, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
345, 2, City Defense, Started
345, 2, Operation City Defense running
345, 2, City Defense, ,0, Ready, 
345, 2, Operation Naval Superiority running
345, 2, Naval Superiority, ,0, Not Ready, 
345, 2, Operation Settle New City running
345, 2, Settle New City, ,0, Not Ready, 
345, 2, Operation Attack Walled City running
345, 2, Attack Walled City, ,0, Not Ready, 
345, 2, Operation Attack Barb Camp running
345, 2, Attack Barb Camp, ,0, Not Ready, 
345, 2, City Defense, No recruits to reach minimum, , , 
345, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
345, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
345, 2, City Defense, Operation complete
345, 2, Attack Barb Camp, No recruits to reach minimum, , , 
345, 2, Attack Barb Camp, No recruits to reach minimum, , , 
345, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ROCKET_ARTILLERY
345, 2, Attack Walled City, No recruits to reach minimum, , , 
345, 2, Attack Walled City, No recruits to reach minimum, , , 
345, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JET_BOMBER
345, 2, Naval Superiority, No recruits to reach minimum, , , 
345, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
345, 3, Operation Attack Walled City running
345, 3, Attack Walled City, ,0, Not Ready, 
345, 3, Operation Settle New City running
345, Settle New City, 3, , Battle line, 715827887:24, 0 endangered
345, 3, Settle New City, ,0, Ready, UNIT_AT_CREW; UNIT_SETTLER; 
345, 3, Operation Naval Superiority running
345, 3, Naval Superiority, ,0, Not Ready, 
345, 3, Attack Barb Camp, Started
345, 3, Settle New City, No recruits to reach minimum, , , 
345, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
345, 3, Settle New City, No recruits to reach minimum, , , 
345, 3, Settle New City, No recruits to match strength, , Enemy Str: 75.0, 
345, 3, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_BOMBER
345, 3, Settle New City, Operation Move, UNIT_AT_CREW, 4:24, 65:13, 3:24
345, 3, Settle New City, Operation Move, UNIT_SETTLER, 8:27, 65:12, 6:28
345, 3, Attack Barb Camp, No recruits to reach minimum, , , 
345, 3, Attack Barb Camp, No recruits to reach minimum, , , 
345, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_BOMBER
345, 3, Attack Walled City, Operation complete
345, 3, Naval Superiority, No recruits to reach minimum, , , 
345, 3, Naval Superiority, No recruits to reach minimum, , , 
345, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
345, 4, Operation Attack Walled City running
345, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
345, 4, Attack Walled City, ,0, Not Ready, UNIT_FIELD_CANNON; 
345, 4, Attack Walled City, ,1, Ready, 
345, 4, Operation Attack Barb Camp running
345, 4, Attack Barb Camp, ,0, Not Ready, 
345, 4, Operation Settle New City running
345, Settle New City, 4, , Battle line, 64:18, 0 endangered
345, 4, Settle New City, ,0, Ready, UNIT_BOMBARD; UNIT_SETTLER; UNIT_LINE_INFANTRY; 
345, 4, Operation Naval Superiority running
345, 4, Naval Superiority, ,0, Not Ready, 
345, 4, Settle New City, No recruits to reach minimum, , , 
345, 4, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
345, 4, Settle New City, No recruits to reach minimum, , , 
345, 4, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
345, 4, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
345, 4, Settle New City, Operation Move, UNIT_BOMBARD, 66:20, 63:17, 64:18
345, 4, Settle New City, Operation Move, UNIT_SETTLER, 62:21, 62:15, 63:18
345, 4, Settle New City, Operation Move, UNIT_LINE_INFANTRY, 63:18, 62:15, 63:18
345, 4, Attack Barb Camp, No recruits to reach minimum, , , 
345, 4, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
345, 4, Attack Walled City, No recruits to reach minimum, , , 
345, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
345, 4, Attack Walled City, Operation Move, UNIT_FIELD_CANNON, 62:29, 62:28, 62:28
345, 4, Naval Superiority, No recruits to reach minimum, , , 
345, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
345, 5, City Defense, Started
345, 5, Operation City Defense running
345, 5, City Defense, ,0, Ready, 
345, 5, Operation Settle New City running
345, 5, Settle New City, ,0, Not Ready, 
345, 5, Operation Naval Superiority running
345, 5, Naval Superiority, ,0, Not Ready, 
345, 5, Operation City Defense running
345, 5, City Defense, ,0, Ready, UNIT_AT_CREW; 
345, 5, City Defense, No recruits to reach minimum, , , 
345, 5, City Defense, Recruiting strength, , Enemy Str: 75.0, UNIT_CHINESE_CROUCHING_TIGER
345, 5, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_MECHANIZED_INFANTRY
345, 5, City Defense, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 32:39, 23:29, 29:37
345, 5, City Defense, Operation complete
345, 5, Naval Superiority, No recruits to reach minimum, , , 
345, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
345, 6, Operation Naval Superiority running
345, 6, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
345, 6, Naval Superiority, No recruits to reach minimum, , , 
345, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
345, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
345, 8, Operation Naval Superiority running
345, 8, Naval Superiority, ,0, Not Ready, 
345, 8, Naval Superiority, No recruits to reach minimum, , , 
345, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
345, 9, City Defense, Started
345, 9, Operation City Defense running
345, 9, City Defense, ,0, Ready, 
345, 9, City Defense, No recruits to reach minimum, , , 
345, 9, City Defense, Recruiting strength, , Enemy Str: 45.0, UNIT_BOMBARD
345, City Defense, 9, , Battle line, 19:23, 0 endangered
345, 9, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_AT_CREW
345, 11, Operation Naval Superiority running
345, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
345, 11, Naval Superiority, No recruits to reach minimum, , , 
345, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
345, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
345, 12, Operation Naval Superiority running
345, 12, Naval Superiority, ,0, Not Ready, 
345, 12, Naval Superiority, No recruits to reach minimum, , , 
345, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
345, 13, Operation Naval Superiority running
345, 13, Naval Superiority, ,0, Not Ready, 
345, 13, Operation Attack Barb Camp running
345, Attack Barb Camp, 13, , Battle line, 9:27, 0 endangered
345, 13, Attack Barb Camp, ,0, Ready, UNIT_FIELD_CANNON; UNIT_AT_CREW; 
345, 13, Attack Barb Camp, No recruits to reach minimum, , , 
345, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 37.5, 
345, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
345, Attack Barb Camp, 13, , Battle line, 9:27, 0 endangered
345, Attack Barb Camp, 13, , Battle line, 9:27, 0 endangered
345, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
345, 13, Attack Barb Camp, Operation Attack Units, UNIT_AT_CREW, At 0:32, Move 0:25, Attack -9999:-9999
345, 13, Attack Barb Camp, Operation Move, UNIT_FIELD_CANNON, 0:25, 1:24, 0:25
345, 13, Attack Barb Camp, Attack Target Move, UNIT_FIELD_CANNON, At 0:25, Move 1:24, Arrive 1:24
345, 13, Naval Superiority, No recruits to reach minimum, , , 
345, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
345, 14, Operation Naval Superiority running
345, Naval Superiority, 14, , Battle line, 18:20, 0 endangered
345, 14, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
345, 14, Naval Superiority, No recruits to reach minimum, , , 
345, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
345, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
345, 63, Operation Barbarian City Assault running
345, 63, Barbarian City Assault, ,0, Not Ready, 
345, 63, Operation Barbarian City Assault running
345, 63, Barbarian City Assault, ,0, Not Ready, 
345, 63, Operation Barbarian Attack running
345, 63, Barbarian Attack, ,0, Not Ready, 
345, 63, Operation Barbarian City Assault running
345, 63, Barbarian City Assault, ,0, Not Ready, 
345, 63, Operation Barbarian City Assault running
345, 63, Barbarian City Assault, ,0, Not Ready, 
345, 63, Operation Barbarian Attack running
345, 63, Barbarian Attack, ,0, Not Ready, 
345, 63, Operation Barbarian City Assault running
345, 63, Barbarian City Assault, ,0, Not Ready, 
345, 63, Operation Barbarian Attack running
345, Barbarian Attack, 63, , Battle line, 61:6, 0 endangered
345, 63, Barbarian Attack, ,0, Not Ready, UNIT_LINE_INFANTRY; UNIT_LINE_INFANTRY; 
345, 63, Operation Barbarian Attack running
345, 63, Barbarian Attack, ,0, Not Ready, 
345, 63, Operation Barbarian City Assault running
345, 63, Barbarian City Assault, ,0, Not Ready, 
345, 63, Operation Barbarian Builder Capture running
345, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
345, 63, Barbarian Attack, Operation Attack Units, UNIT_LINE_INFANTRY, At 62:6, Move 62:6, Attack 61:6
345, 63, Barbarian Attack, Operation Attack Units, UNIT_LINE_INFANTRY, At 61:5, Move 61:5, Attack 61:6
345, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 65:4, 34:42, 65:4
345, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 65:4, 34:42, 65:4
346, 1, City Defense, Started
346, 1, Operation City Defense running
346, 1, City Defense, ,0, Not Ready, 
346, 1, Operation Attack Walled City running
346, 1, Attack Walled City, ,0, Not Ready, 
346, 1, Attack Walled City, ,1, Ready, 
346, 1, Operation Attack Walled City running
346, 1, Attack Walled City, ,0, Not Ready, 
346, 1, Attack Walled City, ,1, Ready, 
346, 1, Operation Settle New City running
346, Settle New City, 1, , Battle line, 52:15, 1 endangered
346, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
346, 1, City Defense, No recruits to reach minimum, , , 
346, 1, City Defense, No recruits to match strength, , Enemy Str: 365.0, 
346, 1, City Defense, No recruits to reach minimum, , , 
346, 1, City Defense, No recruits to match strength, , Enemy Str: 365.0, 
346, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
346, 1, Settle New City, No recruits to reach minimum, , , 
346, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
346, 1, Settle New City, No recruits to reach minimum, , , 
346, 1, Settle New City, No recruits to match strength, , Enemy Str: 65.0, 
346, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARTILLERY
346, 1, Settle New City, Operation Protect Units, UNIT_SETTLER, Move 54 14
346, 1, City Defense, Operation complete
346, 1, Attack Walled City, No recruits to reach minimum, , , 
346, 1, Attack Walled City, No recruits to reach minimum, , , 
346, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
346, 1, Attack Walled City, No recruits to reach minimum, , , 
346, 1, Attack Walled City, No recruits to reach minimum, , , 
346, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
346, 2, City Defense, Started
346, 2, Operation City Defense running
346, 2, City Defense, ,0, Ready, 
346, 2, Operation Naval Superiority running
346, 2, Naval Superiority, ,0, Not Ready, 
346, 2, Operation Settle New City running
346, 2, Settle New City, ,0, Not Ready, 
346, 2, Operation Attack Walled City running
346, 2, Attack Walled City, ,0, Not Ready, 
346, 2, Operation Attack Barb Camp running
346, 2, Attack Barb Camp, ,0, Not Ready, 
346, 2, City Defense, No recruits to reach minimum, , , 
346, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
