Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
321, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2513, 446, 9, 5, 45, 2, 5, 27, 10, 17, 1, 12, 30, 0
321, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 852, 2094, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
321, CIVILIZATION_KANDY, 1, 11, 46, 26, 2, 1, 0, 0, 12, 7, 1159, 2571, 9, 13, 30, 16, 6, 27, 12, 30, 2, 10, 14, 0
321, CIVILIZATION_STOCKHOLM, 1, 12, 47, 24, 1, 0, 0, 0, 13, 4, 502, 324, 23, 6, 16, 0, 9, 28, 13, 27, 1, 11, 13, 0
321, CIVILIZATION_AMSTERDAM, 1, 7, 46, 26, 3, 1, 0, 1, 9, 3, 2676, 389, 11, 8, 46, 3, 6, 15, 9, 18, 2, 7, 32, 0
321, CIVILIZATION_CARTHAGE, 1, 8, 45, 27, 2, 1, 0, 0, 9, 5, 3927, 410, 11, 8, 42, 2, 9, 19, 9, 20, 1, 8, 32, 0
321, CIVILIZATION_SEOUL, 1, 11, 46, 26, 3, 0, 0, 0, 13, 9, 3103, 631, 15, 10, 43, 2, 5, 30, 13, 17, 2, 10, 34, 0
321, CIVILIZATION_NAN_MADOL, 1, 13, 46, 26, 1, 0, 0, 1, 13, 8, 1725, 805, 8, 4, 28, 2, 1, 42, 13, 15, 1, 13, 22, 0
322, CIVILIZATION_NORWAY, 6, 30, 32, 19, 2, 0, 0, 1, 89, 24, 393, 1499, 37, 16, 38, 6, 74, 74, 89, 35, 7, 29, 21, 13
322, CIVILIZATION_EGYPT, 6, 50, 45, 33, 0, 0, 0, 0, 115, 22, 13, 274, 121, 81, 39, 45, 74, 143, 115, 86, 14, 49, 0, 106
322, CIVILIZATION_BRAZIL, 11, 85, 54, 23, 0, 0, 0, 0, 158, 49, 113, 211, 223, 42, 95, 61, 149, 264, 158, 143, 18, 84, 3, 96
322, CIVILIZATION_SCYTHIA, 4, 36, 41, 24, 0, 0, 0, 0, 82, 40, 1646, 303, 124, 51, 123, 78, 65, 88, 82, 92, 8, 35, 0, 144
322, CIVILIZATION_JAPAN, 5, 35, 32, 25, 3, 0, 0, 0, 83, 23, 0, 313, 64, 48, 37, 151, 72, 105, 83, 109, 9, 34, 11, 42
322, CIVILIZATION_CHINA, 8, 55, 45, 26, 1, 0, 0, 0, 112, 38, 266, 152, 173, 49, 64, 16, 109, 154, 112, 88, 16, 54, 11, 80
322, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2547, 449, 9, 5, 45, 2, 5, 27, 10, 17, 1, 12, 30, 0
322, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 850, 2110, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
322, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 6, 1174, 2587, 9, 11, 30, 16, 4, 27, 12, 30, 2, 10, 14, 0
322, CIVILIZATION_STOCKHOLM, 1, 12, 47, 25, 1, 0, 0, 0, 13, 4, 510, 325, 23, 6, 16, 0, 9, 28, 13, 27, 1, 11, 13, 0
322, CIVILIZATION_AMSTERDAM, 1, 8, 46, 27, 3, 1, 0, 1, 9, 2, 2702, 392, 11, 7, 44, 2, 4, 15, 9, 18, 2, 8, 32, 0
322, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 5, 3945, 411, 11, 7, 32, 1, 9, 19, 9, 20, 1, 8, 17, 0
322, CIVILIZATION_SEOUL, 1, 11, 46, 27, 3, 0, 0, 0, 13, 9, 3131, 634, 15, 8, 43, 2, 5, 30, 13, 17, 2, 10, 34, 0
322, CIVILIZATION_NAN_MADOL, 1, 13, 46, 26, 1, 0, 0, 1, 13, 8, 1745, 807, 8, 4, 29, 2, 1, 42, 13, 15, 1, 13, 22, 0
323, CIVILIZATION_NORWAY, 6, 30, 32, 19, 2, 0, 0, 1, 89, 24, 404, 1506, 37, 16, 38, 6, 74, 74, 89, 35, 7, 29, 21, 13
323, CIVILIZATION_EGYPT, 6, 50, 45, 33, 0, 0, 0, 0, 116, 23, 18, 125, 121, 81, 38, 45, 74, 144, 116, 86, 14, 49, 0, 106
323, CIVILIZATION_BRAZIL, 11, 86, 55, 23, 0, 0, 0, 0, 158, 49, 136, 273, 224, 42, 95, 61, 169, 265, 158, 158, 18, 85, 3, 96
323, CIVILIZATION_SCYTHIA, 5, 37, 41, 24, 1, 0, 0, 0, 90, 40, 1155, 382, 125, 51, 122, 79, 68, 92, 90, 92, 8, 36, 0, 144
323, CIVILIZATION_JAPAN, 5, 35, 32, 26, 3, 0, 0, 0, 83, 23, 0, 465, 64, 48, 37, 151, 72, 105, 83, 109, 9, 34, 11, 42
323, CIVILIZATION_CHINA, 8, 55, 45, 26, 1, 0, 0, 0, 112, 38, 283, 167, 173, 47, 64, 14, 109, 157, 112, 88, 16, 54, 11, 80
323, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2572, 450, 8, 5, 35, 0, 5, 27, 10, 17, 1, 12, 16, 0
323, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 849, 2127, 10, 7, 19, 16, 13, 20, 10, 26, 1, 8, 15, 0
323, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1188, 2603, 9, 11, 30, 16, 4, 28, 12, 30, 2, 10, 14, 0
323, CIVILIZATION_STOCKHOLM, 1, 12, 47, 26, 1, 0, 0, 0, 13, 4, 518, 326, 23, 6, 16, 0, 9, 28, 13, 27, 1, 11, 13, 0
323, CIVILIZATION_AMSTERDAM, 1, 7, 46, 28, 3, 1, 0, 1, 9, 3, 2725, 395, 11, 7, 44, 2, 4, 16, 9, 18, 2, 7, 32, 0
323, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 4, 3973, 414, 11, 8, 42, 2, 7, 19, 9, 20, 1, 8, 32, 0
323, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3160, 637, 16, 9, 44, 2, 5, 30, 13, 17, 2, 12, 34, 0
323, CIVILIZATION_NAN_MADOL, 1, 13, 46, 27, 1, 0, 0, 1, 13, 8, 1765, 809, 8, 4, 29, 2, 1, 42, 13, 15, 1, 13, 22, 0
324, CIVILIZATION_NORWAY, 6, 30, 32, 19, 2, 0, 0, 1, 90, 24, 409, 1513, 36, 15, 32, 6, 73, 73, 90, 35, 7, 29, 11, 13
324, CIVILIZATION_EGYPT, 6, 51, 45, 33, 0, 0, 0, 0, 116, 23, 26, 170, 122, 82, 42, 45, 75, 146, 116, 86, 14, 50, 0, 106
324, CIVILIZATION_BRAZIL, 11, 86, 55, 23, 0, 0, 0, 0, 158, 49, 158, 335, 224, 42, 95, 61, 176, 265, 158, 164, 18, 85, 3, 96
324, CIVILIZATION_SCYTHIA, 5, 37, 41, 24, 1, 0, 0, 0, 90, 40, 1249, 130, 128, 52, 127, 82, 69, 90, 90, 92, 8, 36, 0, 144
324, CIVILIZATION_JAPAN, 5, 35, 32, 26, 3, 0, 0, 0, 84, 23, 0, 324, 64, 48, 37, 154, 72, 105, 84, 109, 9, 34, 11, 42
324, CIVILIZATION_CHINA, 8, 55, 45, 26, 1, 0, 0, 0, 112, 38, 299, 184, 173, 51, 64, 16, 109, 154, 112, 88, 16, 54, 11, 80
324, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2604, 452, 8, 5, 42, 1, 5, 29, 10, 17, 1, 12, 27, 0
324, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 846, 2143, 10, 6, 18, 16, 11, 20, 10, 26, 1, 8, 15, 0
324, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 6, 1203, 2620, 9, 11, 30, 16, 3, 28, 12, 30, 2, 10, 14, 0
324, CIVILIZATION_STOCKHOLM, 1, 12, 47, 27, 1, 0, 0, 0, 13, 4, 526, 327, 23, 6, 16, 0, 9, 28, 13, 27, 1, 11, 13, 0
324, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2749, 398, 11, 7, 44, 2, 4, 16, 9, 18, 2, 8, 32, 0
324, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 5, 4002, 417, 11, 8, 42, 2, 7, 20, 9, 20, 1, 8, 32, 0
324, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3190, 639, 16, 9, 44, 2, 5, 30, 13, 17, 2, 12, 34, 0
324, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1785, 811, 9, 6, 26, 2, 1, 42, 13, 15, 1, 13, 26, 0
325, CIVILIZATION_NORWAY, 6, 30, 32, 20, 2, 0, 0, 1, 90, 24, 417, 1520, 36, 15, 34, 6, 75, 75, 90, 35, 7, 29, 17, 13
325, CIVILIZATION_EGYPT, 6, 51, 46, 33, 1, 0, 0, 0, 116, 22, 25, 215, 114, 74, 37, 40, 72, 145, 116, 86, 14, 50, 0, 106
325, CIVILIZATION_BRAZIL, 11, 86, 55, 23, 0, 0, 0, 0, 158, 49, 174, 177, 224, 42, 95, 61, 176, 265, 158, 164, 18, 85, 3, 96
325, CIVILIZATION_SCYTHIA, 5, 37, 41, 24, 1, 0, 0, 0, 90, 41, 741, 211, 125, 51, 124, 81, 68, 91, 90, 92, 8, 36, 0, 144
325, CIVILIZATION_JAPAN, 5, 35, 32, 26, 3, 0, 0, 0, 84, 23, 0, 168, 64, 48, 37, 154, 72, 105, 84, 109, 9, 34, 11, 42
325, CIVILIZATION_CHINA, 8, 55, 45, 26, 1, 0, 0, 0, 113, 38, 315, 199, 173, 49, 64, 14, 109, 157, 113, 88, 16, 54, 11, 80
325, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2635, 453, 8, 5, 42, 1, 5, 29, 10, 17, 1, 12, 27, 0
325, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 844, 2159, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
325, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1218, 2636, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
325, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 4, 534, 328, 23, 6, 16, 0, 9, 28, 13, 27, 1, 11, 13, 0
325, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2577, 401, 11, 7, 44, 2, 4, 16, 9, 18, 2, 8, 32, 0
325, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 5, 4030, 420, 11, 8, 42, 2, 7, 20, 9, 20, 1, 8, 32, 0
325, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3218, 642, 16, 9, 43, 2, 5, 30, 13, 17, 2, 12, 34, 0
325, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1802, 813, 9, 6, 26, 2, 1, 42, 13, 15, 1, 13, 26, 0
326, CIVILIZATION_NORWAY, 6, 30, 32, 20, 3, 0, 0, 1, 90, 24, 421, 1657, 43, 15, 36, 7, 78, 75, 90, 35, 7, 29, 17, 13
326, CIVILIZATION_EGYPT, 6, 52, 46, 34, 1, 0, 0, 0, 116, 22, 23, 256, 115, 75, 37, 40, 74, 146, 116, 86, 14, 51, 0, 106
326, CIVILIZATION_BRAZIL, 11, 86, 55, 23, 0, 0, 0, 0, 159, 49, 190, 238, 224, 42, 95, 61, 174, 265, 159, 164, 18, 85, 0, 96
326, CIVILIZATION_SCYTHIA, 5, 37, 41, 24, 1, 0, 0, 0, 90, 42, 834, 294, 125, 51, 126, 82, 68, 91, 90, 92, 8, 36, 0, 146
326, CIVILIZATION_JAPAN, 5, 35, 33, 26, 3, 0, 0, 0, 84, 23, 0, 331, 64, 48, 37, 162, 72, 105, 84, 109, 10, 34, 11, 42
326, CIVILIZATION_CHINA, 8, 55, 45, 26, 1, 0, 0, 0, 113, 37, 329, 216, 178, 51, 64, 16, 109, 154, 113, 93, 16, 54, 11, 80
326, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2667, 455, 8, 5, 42, 1, 5, 29, 10, 17, 1, 12, 27, 0
326, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 842, 2175, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
326, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1232, 2652, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
326, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 5, 543, 329, 23, 6, 16, 0, 9, 30, 13, 27, 1, 11, 13, 0
326, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2601, 404, 11, 7, 44, 2, 4, 16, 9, 18, 2, 8, 32, 0
326, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 5, 4047, 422, 9, 7, 31, 1, 7, 20, 9, 20, 1, 8, 15, 0
326, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3247, 645, 16, 9, 44, 2, 5, 30, 13, 17, 2, 12, 34, 0
326, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1820, 815, 9, 6, 26, 2, 1, 42, 13, 15, 1, 13, 26, 0
327, CIVILIZATION_NORWAY, 6, 30, 32, 20, 3, 0, 0, 1, 90, 24, 425, 1664, 42, 15, 35, 7, 77, 75, 90, 35, 7, 29, 17, 13
327, CIVILIZATION_EGYPT, 6, 53, 46, 34, 1, 0, 0, 0, 116, 22, 20, 297, 116, 75, 37, 40, 76, 147, 116, 86, 14, 52, 0, 106
327, CIVILIZATION_BRAZIL, 11, 86, 55, 23, 0, 0, 0, 0, 159, 49, 199, 300, 224, 42, 95, 61, 178, 269, 159, 164, 18, 85, 6, 96
327, CIVILIZATION_SCYTHIA, 5, 37, 42, 24, 1, 0, 0, 0, 90, 41, 928, 167, 125, 51, 126, 82, 65, 91, 90, 92, 8, 36, 0, 148
327, CIVILIZATION_JAPAN, 5, 35, 33, 26, 3, 0, 0, 0, 84, 23, 0, 494, 64, 48, 37, 162, 72, 105, 84, 109, 10, 34, 11, 42
327, CIVILIZATION_CHINA, 8, 55, 46, 26, 1, 0, 0, 0, 114, 37, 392, 230, 178, 49, 64, 14, 110, 157, 114, 93, 16, 54, 11, 80
327, CIVILIZATION_BRUSSELS, 1, 11, 46, 24, 2, 0, 0, 1, 10, 6, 2699, 457, 8, 5, 42, 1, 5, 29, 10, 17, 1, 12, 27, 0
327, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 840, 2190, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
327, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1247, 2668, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
327, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 5, 551, 330, 23, 6, 16, 0, 9, 30, 13, 27, 1, 11, 13, 0
327, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2625, 406, 11, 7, 44, 2, 4, 16, 9, 18, 2, 8, 32, 0
327, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 5, 3846, 425, 11, 8, 42, 2, 7, 20, 9, 20, 1, 8, 32, 0
327, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3276, 648, 16, 9, 44, 2, 5, 32, 13, 17, 2, 12, 34, 0
327, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1838, 817, 9, 6, 26, 2, 1, 42, 13, 15, 1, 13, 26, 0
328, CIVILIZATION_NORWAY, 6, 31, 32, 20, 2, 0, 0, 1, 90, 24, 433, 1671, 42, 15, 35, 6, 76, 76, 90, 35, 7, 30, 17, 13
328, CIVILIZATION_EGYPT, 6, 53, 46, 34, 1, 0, 0, 0, 117, 22, 17, 338, 116, 75, 37, 40, 76, 147, 117, 86, 14, 52, 0, 106
328, CIVILIZATION_BRAZIL, 11, 87, 56, 23, 0, 0, 0, 0, 159, 49, 207, 132, 224, 42, 93, 61, 180, 271, 159, 164, 18, 86, 6, 96
328, CIVILIZATION_SCYTHIA, 5, 37, 42, 24, 1, 0, 0, 0, 92, 41, 857, 249, 123, 35, 131, 82, 59, 91, 92, 92, 8, 36, 0, 144
328, CIVILIZATION_JAPAN, 5, 35, 33, 26, 3, 0, 0, 0, 85, 23, 0, 480, 72, 48, 37, 166, 72, 105, 85, 109, 11, 34, 11, 42
328, CIVILIZATION_CHINA, 8, 55, 46, 26, 1, 0, 0, 0, 115, 37, 406, 247, 178, 51, 64, 16, 110, 154, 115, 93, 16, 54, 11, 80
328, CIVILIZATION_BRUSSELS, 1, 11, 46, 25, 2, 0, 0, 1, 10, 6, 2731, 459, 8, 5, 45, 1, 5, 29, 10, 17, 1, 12, 27, 0
328, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 4, 0, 0, 0, 10, 7, 838, 2206, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
328, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1261, 2684, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
328, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 5, 329, 331, 23, 6, 16, 0, 9, 30, 13, 27, 1, 11, 13, 0
328, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2383, 409, 11, 7, 44, 2, 4, 17, 9, 20, 2, 8, 32, 0
328, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 5, 3874, 428, 11, 8, 42, 2, 7, 20, 9, 20, 1, 8, 32, 0
328, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3305, 651, 16, 9, 44, 2, 5, 32, 13, 17, 2, 12, 34, 0
328, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1856, 820, 9, 6, 26, 2, 1, 44, 13, 17, 1, 13, 26, 0
329, CIVILIZATION_NORWAY, 6, 31, 32, 20, 2, 0, 0, 1, 90, 24, 441, 1678, 42, 15, 35, 6, 76, 76, 90, 35, 7, 30, 17, 13
329, CIVILIZATION_EGYPT, 6, 53, 46, 34, 1, 0, 0, 0, 117, 22, 13, 174, 116, 83, 37, 40, 76, 147, 117, 86, 15, 52, 0, 106
329, CIVILIZATION_BRAZIL, 11, 87, 56, 24, 0, 0, 0, 0, 159, 49, 215, 193, 232, 42, 93, 61, 180, 271, 159, 164, 18, 86, 6, 96
329, CIVILIZATION_SCYTHIA, 5, 38, 42, 24, 1, 0, 0, 0, 92, 41, 954, 330, 122, 33, 130, 80, 59, 92, 92, 92, 8, 37, 0, 144
329, CIVILIZATION_JAPAN, 5, 35, 33, 27, 3, 0, 0, 0, 85, 23, 0, 457, 72, 48, 37, 168, 72, 105, 85, 109, 11, 34, 11, 42
329, CIVILIZATION_CHINA, 8, 55, 46, 26, 1, 0, 0, 0, 115, 38, 420, 262, 178, 50, 65, 14, 110, 157, 115, 93, 16, 54, 11, 84
329, CIVILIZATION_BRUSSELS, 1, 11, 46, 26, 2, 0, 0, 1, 10, 6, 2765, 461, 8, 5, 45, 1, 5, 29, 10, 17, 1, 12, 27, 0
329, CIVILIZATION_LA_VENTA, 1, 9, 35, 25, 4, 0, 0, 0, 11, 7, 837, 2221, 10, 7, 19, 14, 13, 22, 11, 26, 1, 8, 15, 0
329, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1276, 2701, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
329, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 5, 337, 332, 23, 6, 16, 0, 9, 30, 13, 27, 1, 11, 13, 0
329, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2407, 412, 11, 7, 44, 2, 4, 17, 9, 20, 2, 8, 32, 0
329, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 4, 3901, 430, 11, 8, 40, 2, 7, 20, 9, 20, 1, 8, 32, 0
329, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3335, 654, 16, 9, 44, 2, 5, 32, 13, 17, 2, 12, 34, 0
329, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1874, 822, 9, 6, 26, 2, 1, 44, 13, 17, 1, 13, 26, 0
330, CIVILIZATION_NORWAY, 6, 31, 32, 20, 2, 0, 0, 0, 90, 24, 450, 1685, 42, 15, 35, 6, 76, 76, 90, 35, 7, 30, 17, 13
330, CIVILIZATION_EGYPT, 6, 54, 46, 34, 1, 0, 0, 0, 117, 22, 9, 209, 114, 81, 36, 34, 76, 149, 117, 86, 15, 53, 0, 106
330, CIVILIZATION_BRAZIL, 11, 88, 56, 24, 0, 0, 0, 0, 160, 49, 222, 254, 231, 42, 92, 60, 181, 272, 160, 164, 18, 87, 6, 96
330, CIVILIZATION_SCYTHIA, 5, 38, 42, 24, 1, 0, 0, 0, 92, 42, 1057, 191, 122, 33, 135, 80, 59, 92, 92, 92, 8, 37, 0, 152
330, CIVILIZATION_JAPAN, 5, 35, 33, 27, 3, 0, 0, 0, 86, 23, 0, 426, 72, 48, 37, 168, 72, 105, 86, 109, 11, 34, 11, 42
330, CIVILIZATION_CHINA, 9, 57, 47, 26, 1, 0, 0, 0, 122, 38, 435, 279, 180, 53, 65, 16, 118, 159, 122, 93, 16, 56, 11, 84
330, CIVILIZATION_BRUSSELS, 1, 12, 46, 27, 2, 0, 0, 1, 10, 5, 2800, 462, 9, 5, 45, 1, 4, 29, 10, 17, 1, 13, 27, 0
330, CIVILIZATION_LA_VENTA, 1, 9, 35, 25, 4, 0, 0, 0, 11, 7, 836, 2237, 10, 7, 19, 15, 13, 22, 11, 26, 1, 8, 15, 0
330, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1291, 2717, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
330, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 5, 345, 332, 23, 6, 16, 0, 9, 30, 13, 27, 1, 11, 13, 0
330, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2421, 413, 10, 6, 35, 0, 4, 17, 9, 20, 2, 8, 16, 0
330, CIVILIZATION_CARTHAGE, 1, 8, 46, 27, 2, 1, 0, 0, 9, 4, 3947, 433, 11, 8, 60, 2, 6, 20, 9, 20, 1, 8, 32, 0
330, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3364, 656, 16, 9, 44, 2, 5, 32, 13, 17, 2, 12, 34, 0
330, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1892, 824, 9, 6, 26, 2, 1, 44, 13, 17, 1, 13, 26, 0
331, CIVILIZATION_NORWAY, 6, 32, 32, 20, 2, 0, 0, 0, 90, 24, 459, 1692, 43, 15, 34, 6, 75, 80, 90, 35, 7, 31, 17, 13
331, CIVILIZATION_EGYPT, 6, 54, 46, 34, 1, 0, 0, 0, 119, 22, 4, 243, 114, 81, 36, 34, 76, 149, 119, 86, 15, 53, 0, 106
331, CIVILIZATION_BRAZIL, 11, 88, 56, 24, 0, 0, 0, 0, 160, 49, 229, 70, 233, 45, 93, 61, 183, 272, 160, 166, 20, 87, 6, 96
331, CIVILIZATION_SCYTHIA, 5, 38, 42, 24, 1, 0, 0, 0, 92, 42, 1159, 272, 122, 33, 135, 80, 59, 92, 92, 92, 8, 37, 0, 152
331, CIVILIZATION_JAPAN, 5, 35, 33, 27, 3, 0, 0, 0, 86, 23, 0, 593, 72, 50, 37, 166, 72, 105, 86, 111, 11, 34, 11, 42
331, CIVILIZATION_CHINA, 9, 56, 47, 26, 1, 0, 0, 0, 122, 38, 450, 294, 179, 50, 65, 14, 114, 161, 122, 93, 16, 55, 11, 84
331, CIVILIZATION_BRUSSELS, 1, 12, 46, 28, 2, 0, 0, 1, 10, 6, 2832, 464, 9, 5, 45, 1, 4, 30, 10, 17, 1, 13, 27, 0
331, CIVILIZATION_LA_VENTA, 1, 9, 35, 25, 4, 0, 0, 0, 11, 7, 834, 2251, 10, 6, 18, 14, 12, 22, 11, 26, 1, 8, 15, 0
331, CIVILIZATION_KANDY, 1, 11, 46, 27, 2, 1, 0, 0, 12, 7, 1305, 2733, 9, 11, 30, 16, 3, 29, 12, 30, 2, 10, 14, 0
331, CIVILIZATION_STOCKHOLM, 1, 12, 47, 28, 1, 0, 0, 0, 13, 6, 354, 333, 23, 6, 16, 0, 9, 33, 13, 27, 1, 11, 13, 0
331, CIVILIZATION_AMSTERDAM, 1, 8, 46, 28, 3, 1, 0, 1, 9, 3, 2446, 416, 11, 7, 45, 2, 4, 17, 9, 20, 2, 8, 33, 0
331, CIVILIZATION_CARTHAGE, 1, 9, 46, 27, 2, 1, 0, 0, 9, 5, 3971, 436, 11, 8, 37, 2, 6, 21, 9, 20, 1, 9, 32, 0
331, CIVILIZATION_SEOUL, 1, 12, 46, 28, 3, 0, 0, 0, 13, 9, 3393, 659, 16, 9, 44, 2, 5, 32, 13, 17, 2, 12, 34, 0
331, CIVILIZATION_NAN_MADOL, 1, 13, 46, 28, 1, 0, 0, 1, 13, 8, 1910, 826, 9, 6, 26, 2, 1, 44, 13, 17, 1, 13, 26, 0
332, CIVILIZATION_NORWAY, 6, 32, 32, 20, 2, 0, 0, 0, 90, 24, 468, 1698, 43, 15, 34, 6, 75, 80, 90, 35, 7, 31, 17, 13
332, CIVILIZATION_EGYPT, 6, 54, 46, 34, 1, 0, 0, 0, 119, 22, 0, 278, 114, 81, 36, 34, 76, 149, 119, 86, 15, 53, 0, 106
332, CIVILIZATION_BRAZIL, 11, 88, 56, 24, 0, 0, 0, 0, 160, 49, 238, 132, 233, 45, 95, 61, 183, 272, 160, 166, 20, 87, 6, 96
332, CIVILIZATION_SCYTHIA, 5, 38, 42, 24, 1, 0, 0, 0, 92, 42, 1262, 352, 122, 33, 135, 80, 59, 92, 92, 92, 8, 37, 0, 152
